local_time LA (airport),Ff,N,VV,Td,RRR
17.11.2012 04:00,3,100%.,12,15,0.5
16.11.2012 22:00,2,100%.,16,14.4,Signs of precipitation
16.11.2012 16:00,4,70 -80%.,16,13.3,
16.11.2012 10:00,2,70 -80%.,16,9.4,Signs of precipitation
16.11.2012 04:00,2,100%.,14,10.6,0.3
15.11.2012 22:00,0,70 -80%.,16,12.2,Signs of precipitation
15.11.2012 16:00,4,70 -80%.,16,7.8,Signs of precipitation
15.11.2012 10:00,4,100%.,11,8.9,
15.11.2012 04:00,0,The sky is not visible due to fog and/or other meteorological phenomena.,0.1,11.7,
14.11.2012 22:00,1,20-0%.,11,13.9,
14.11.2012 16:00,3,50%.,16,11.7,
14.11.2012 10:00,,70 -80%.,,-6.7,
14.11.2012 04:00,1,50%.,16,6.7,
13.11.2012 22:00,2,Cloudless,16,-7.2,
13.11.2012 16:00,4,Cloudless,16,2.2,
13.11.2012 10:00,1,Cloudless,16,-8.3,
13.11.2012 04:00,1,Cloudless,16,-7.8,
12.11.2012 22:00,0,Cloudless,16,4.4,
12.11.2012 16:00,5,20-0%.,16,-4.4,
12.11.2012 10:00,2,20-0%.,16,-8.3,
12.11.2012 04:00,0,Cloudless,16,-3.3,
11.11.2012 22:00,3,Cloudless,16,1.1,
11.11.2012 16:00,6,20-0%.,16,5,
11.11.2012 10:00,3,20-0%.,16,-6.7,
11.11.2012 04:00,2,Cloudless,16,-3.9,
10.11.2012 22:00,6,20-0%.,16,-2.8,
10.11.2012 16:00,11,70 -80%.,16,7.2,
10.11.2012 10:00,3,50%.,16,1.7,
10.11.2012 04:00,0,Cloudless,16,2.2,
09.11.2012 22:00,2,20-0%.,16,4.4,
09.11.2012 16:00,11,50%.,16,5.6,
09.11.2012 10:00,10,50%.,16,5.6,
09.11.2012 04:00,5,70 -80%.,16,8.3,
08.11.2012 22:00,5,100%.,16,10,Signs of precipitation
08.11.2012 16:00,4,100%.,16,14.4,0.3
08.11.2012 10:00,3,100%.,16,13.9,0.5
08.11.2012 04:00,3,100%.,16,12.2,
07.11.2012 22:00,3,100%.,16,13.3,
07.11.2012 16:00,4,20-0%.,16,13.3,
07.11.2012 10:00,2,70 -80%.,4,13.9,
07.11.2012 04:00,0,100%.,11,14.4,
06.11.2012 22:00,3,50%.,14,16.1,
06.11.2012 16:00,4,Cloudless,16,14.4,
06.11.2012 10:00,1,50%.,16,11,
06.11.2012 04:00,1,Cloudless,16,8.9,
05.11.2012 22:00,1,Cloudless,16,6.7,
05.11.2012 16:00,4,20-0%.,16,3,
05.11.2012 10:00,1,Cloudless,16,-0.6,
05.11.2012 04:00,0,Cloudless,16,2.8,
04.11.2012 22:00,3,Cloudless,16,8.9,
04.11.2012 16:00,5,20-0%.,16,9.4,
04.11.2012 10:00,0,Cloudless,16,2.2,
04.11.2012 04:00,0,Cloudless,11,12.8,
03.11.2012 22:00,2,Cloudless,12,15,
03.11.2012 16:00,5,20-0%.,16,15,
03.11.2012 10:00,0,20-0%.,9,13.3,
03.11.2012 04:00,0,50%.,6,12,
02.11.2012 22:00,0,70 -80%.,16,13.9,
02.11.2012 16:00,5,50%.,16,12.8,
02.11.2012 10:00,0,70 -80%.,9,11.1,
02.11.2012 04:00,2,100%.,12,12.2,
01.11.2012 22:00,2,Cloudless,16,12.8,
01.11.2012 16:00,4,50%.,16,11.7,
01.11.2012 10:00,,100%.,4.8,11.7,
01.11.2012 04:00,0,100%.,11,12.8,
31.10.2012 22:00,2,20-0%.,16,12.8,
31.10.2012 16:00,3,50%.,16,12.8,
31.10.2012 10:00,,50%.,6,12.2,
31.10.2012 04:00,0,100%.,4.8,13.3,
30.10.2012 22:00,1,70 -80%.,14,14.4,
30.10.2012 16:00,4,Cloudless,12,13.9,
30.10.2012 10:00,3,20-0%.,4.8,13,
30.10.2012 04:00,0,The sky is not visible due to fog and/or other meteorological phenomena.,2.4,13.9,
29.10.2012 22:00,0,20-0%.,4.8,15,
29.10.2012 16:00,4,20-0%.,16,14,
29.10.2012 10:00,0,20-0%.,16,13,
29.10.2012 04:00,1,50%.,16,10.6,
28.10.2012 22:00,0,Cloudless,16,9.4,
28.10.2012 16:00,4,20-0%.,16,7.8,
28.10.2012 10:00,0,20-0%.,16,0,
28.10.2012 04:00,0,Cloudless,16,12.2,
27.10.2012 23:00,1,Cloudless,16,9.4,
27.10.2012 17:00,5,Cloudless,16,6.1,
27.10.2012 11:00,0,Cloudless,16,-6.7,
27.10.2012 05:00,1,Cloudless,16,-3.9,
26.10.2012 23:00,2,Cloudless,16,-11.1,
26.10.2012 17:00,3,Cloudless,16,-1.1,
26.10.2012 11:00,,Cloudless,16,0,
26.10.2012 05:00,2,Cloudless,16,4.4,
25.10.2012 23:00,3,Cloudless,16,3.3,
25.10.2012 17:00,10,Cloudless,16,13.3,
25.10.2012 11:00,7,Cloudless,16,1.1,
25.10.2012 05:00,6,Cloudless,16,1.1,
24.10.2012 23:00,5,Cloudless,16,1.7,
24.10.2012 17:00,9,Cloudless,16,11.1,
24.10.2012 11:00,6,50%.,16,6.1,
24.10.2012 05:00,2,50%.,16,10.6,
23.10.2012 23:00,4,20-0%.,16,11.1,
23.10.2012 17:00,7,50%.,16,10,
23.10.2012 11:00,3,50%.,16,6.7,
23.10.2012 05:00,2,70 -80%.,16,14.4,0.8
22.10.2012 23:00,2,100%.,16,12.2,
22.10.2012 17:00,7,70 -80%.,16,12.8,
22.10.2012 11:00,3,70 -80%.,16,12.8,
22.10.2012 05:00,1,100%.,16,13.9,
21.10.2012 23:00,3,100%.,16,13.9,
21.10.2012 17:00,6,70 -80%.,16,15,
21.10.2012 11:00,1,70 -80%.,16,15.6,
21.10.2012 05:00,2,100%.,16,15.6,Signs of precipitation
20.10.2012 23:00,2,100%.,16,15,
20.10.2012 17:00,4,100%.,16,15.6,
20.10.2012 11:00,3,100%.,16,16.7,0.3
20.10.2012 05:00,3,100%.,8,16.7,
19.10.2012 23:00,,100%.,16,16.7,
19.10.2012 17:00,5,100%.,16,16.7,
19.10.2012 11:00,4,50%.,16,17.8,
19.10.2012 05:00,0,20-0%.,16,17.8,
18.10.2012 23:00,3,20-0%.,16,18.3,
18.10.2012 17:00,4,50%.,16,15.6,
18.10.2012 11:00,3,70 -80%.,16,17.8,
18.10.2012 05:00,4,20-0%.,16,16.7,
17.10.2012 23:00,2,Cloudless,16,13.3,
17.10.2012 17:00,4,20-0%.,16,12.2,
17.10.2012 11:00,2,20-0%.,16,8.9,
17.10.2012 05:00,2,Cloudless,16,16.1,
16.10.2012 23:00,0,Cloudless,16,17.2,
16.10.2012 17:00,4,Cloudless,16,13.9,
16.10.2012 11:00,0,Cloudless,16,10.6,
16.10.2012 05:00,1,20-0%.,16,14,
15.10.2012 23:00,1,Cloudless,16,16.7,
15.10.2012 17:00,5,50%.,16,13.9,
15.10.2012 11:00,,70 -80%.,16,6.7,
15.10.2012 05:00,0,Cloudless,16,9.4,
14.10.2012 23:00,,Cloudless,16,13.3,
14.10.2012 17:00,6,Cloudless,16,14.4,
14.10.2012 11:00,,Cloudless,16,10,
14.10.2012 05:00,0,Cloudless,16,13.9,
13.10.2012 23:00,0,Cloudless,16,16.1,
13.10.2012 17:00,5,50%.,16,13.3,
13.10.2012 11:00,1,50%.,16,11.7,
13.10.2012 05:00,1,50%.,16,11.7,
12.10.2012 23:00,1,20-0%.,16,11.7,
12.10.2012 17:00,7,70 -80%.,16,12.2,Signs of precipitation
12.10.2012 11:00,2,70 -80%.,12,12.2,Signs of precipitation
12.10.2012 05:00,2,50%.,16,10.6,
11.10.2012 23:00,1,50%.,16,10.6,
11.10.2012 17:00,5,50%.,16,11.7,Signs of precipitation
11.10.2012 11:00,,70 -80%.,16,11.7,3
11.10.2012 05:00,0,70 -80%.,16,12.8,Signs of precipitation
10.10.2012 23:00,3,70 -80%.,16,13.3,
10.10.2012 17:00,5,20-0%.,16,12.8,
10.10.2012 11:00,1,50%.,16,12.8,
10.10.2012 05:00,0,50%.,16,13.9,
09.10.2012 23:00,6,50%.,16,15,
09.10.2012 17:00,6,70 -80%.,16,15,
09.10.2012 11:00,3,70 -80%.,16,14.4,
09.10.2012 05:00,2,20-0%.,16,14.4,
08.10.2012 23:00,2,Cloudless,16,16.1,
08.10.2012 17:00,5,20-0%.,16,16.1,
08.10.2012 11:00,,100%.,12,15.6,
08.10.2012 05:00,2,70 -80%.,16,15.6,
07.10.2012 23:00,2,Cloudless,16,16.7,
07.10.2012 17:00,6,50%.,16,17.2,
07.10.2012 11:00,1,50%.,16,16.7,
07.10.2012 05:00,2,Cloudless,16,16.7,
06.10.2012 23:00,2,70 -80%.,16,16.1,
06.10.2012 17:00,4,70 -80%.,16,17.2,
06.10.2012 11:00,2,70 -80%.,11,16.7,
06.10.2012 05:00,1,20-0%.,12,16.1,
05.10.2012 23:00,1,50%.,16,16.7,
05.10.2012 17:00,4,70 -80%.,16,15.6,
05.10.2012 11:00,0,70 -80%.,8,14.4,
05.10.2012 05:00,2,70 -80%.,12,15.6,
04.10.2012 23:00,2,20-0%.,16,15.6,
04.10.2012 17:00,5,50%.,16,15,
04.10.2012 11:00,2,50%.,16,13.3,
04.10.2012 05:00,0,70 -80%.,16,14.4,
03.10.2012 23:00,4,50%.,16,15.6,
03.10.2012 17:00,5,50%.,14,17.2,
03.10.2012 11:00,0,20-0%.,6,18,
03.10.2012 05:00,1,50%.,12,17,
02.10.2012 23:00,1,20-0%.,16,17.2,
02.10.2012 17:00,5,20-0%.,16,17.8,
02.10.2012 11:00,4,20-0%.,16,18.9,
02.10.2012 05:00,2,Cloudless,16,16.1,
01.10.2012 23:00,0,Cloudless,16,14.4,
01.10.2012 17:00,6,20-0%.,16,15.6,
01.10.2012 11:00,4,Cloudless,16,17.2,
01.10.2012 05:00,1,The sky is not visible due to fog and/or other meteorological phenomena.,0.1,18.9,
30.09.2012 23:00,1,Cloudless,16,17.2,
30.09.2012 17:00,6,Cloudless,16,16.7,
30.09.2012 11:00,5,Cloudless,16,17.8,
30.09.2012 05:00,0,20-0%.,12,17.8,
29.09.2012 23:00,1,Cloudless,16,16.7,
29.09.2012 17:00,6,50%.,16,15,
29.09.2012 11:00,4,50%.,12,16.7,
29.09.2012 05:00,0,50%.,14,16.7,
28.09.2012 23:00,0,Cloudless,16,16.7,
27.09.2012 05:00,1,20-0%.,14,16.1,
26.09.2012 23:00,0,20-0%.,14,16.1,
26.09.2012 17:00,5,50%.,16,16.1,
26.09.2012 11:00,,20-0%.,11,15,
26.09.2012 05:00,0,100%.,12,15.6,
25.09.2012 23:00,1,20-0%.,16,16.1,
25.09.2012 17:00,5,20-0%.,16,15,
25.09.2012 11:00,3,70 -80%.,11,15,
25.09.2012 05:00,1,70 -80%.,16,15,
24.09.2012 23:00,2,70 -80%.,16,16.1,
24.09.2012 17:00,5,20-0%.,16,16.7,
24.09.2012 11:00,3,Cloudless,16,16.1,
24.09.2012 05:00,1,Cloudless,16,15.6,
23.09.2012 23:00,0,Cloudless,16,16.7,
23.09.2012 17:00,6,50%.,16,17.2,
23.09.2012 11:00,2,50%.,16,18.9,
23.09.2012 05:00,0,70 -80%.,11,17.8,
22.09.2012 23:00,0,70 -80%.,12,17.8,
22.09.2012 17:00,5,70 -80%.,14,18.9,
22.09.2012 11:00,0,70 -80%.,12,17.2,
22.09.2012 05:00,1,50%.,14,16.1,
21.09.2012 23:00,0,50%.,16,17.2,
21.09.2012 17:00,5,70 -80%.,16,17.2,
21.09.2012 11:00,4,70 -80%.,11,18.3,
21.09.2012 05:00,1,20-0%.,9,17.8,
20.09.2012 23:00,,Cloudless,16,16.1,
20.09.2012 17:00,6,20-0%.,16,16.1,
20.09.2012 11:00,3,50%.,14,16.7,
20.09.2012 05:00,0,20-0%.,16,17.2,
19.09.2012 23:00,0,Cloudless,16,15,
19.09.2012 17:00,5,Cloudless,16,15.6,
19.09.2012 11:00,4,Cloudless,16,16.1,
19.09.2012 05:00,1,Cloudless,16,16.7,
18.09.2012 23:00,2,Cloudless,16,15.6,
18.09.2012 17:00,7,20-0%.,16,15,
18.09.2012 11:00,3,50%.,11,17.2,
18.09.2012 05:00,0,20-0%.,16,16.1,
17.09.2012 23:00,2,20-0%.,16,16.1,
17.09.2012 17:00,5,20-0%.,16,17.2,
17.09.2012 11:00,3,Cloudless,11,16.7,
17.09.2012 05:00,2,100%.,12,17.8,
16.09.2012 23:00,,100%.,14,18.9,
16.09.2012 17:00,5,20-0%.,16,18.9,
16.09.2012 05:00,1,Cloudless,16,17.2,
15.09.2012 23:00,1,Cloudless,16,16.1,
15.09.2012 17:00,6,50%.,16,12,
15.09.2012 11:00,,Cloudless,16,7.8,
15.09.2012 05:00,0,Cloudless,14,17.8,
14.09.2012 23:00,2,Cloudless,16,15,
14.09.2012 17:00,3,50%.,16,16,
14.09.2012 11:00,3,Cloudless,16,18.3,
14.09.2012 05:00,0,20-0%.,16,17.8,
13.09.2012 23:00,,Cloudless,16,18.3,
13.09.2012 17:00,8,50%.,16,17.8,
13.09.2012 11:00,4,100%.,1.6,18.3,
13.09.2012 05:00,0,The sky is not visible due to fog and/or other meteorological phenomena.,1.2,18.3,
12.09.2012 23:00,3,100%.,6,18,
12.09.2012 17:00,8,70 -80%.,16,18.3,
12.09.2012 11:00,4,100%.,9,18.3,
12.09.2012 05:00,2,100%.,8,18.3,Signs of precipitation
11.09.2012 23:00,2,100%.,16,17.2,
11.09.2012 17:00,3,100%.,16,17.8,
11.09.2012 11:00,4,100%.,9,19.4,
11.09.2012 05:00,0,20-0%.,16,17.8,
10.09.2012 23:00,0,Cloudless,16,18.3,
10.09.2012 17:00,5,50%.,16,20.6,
10.09.2012 11:00,2,50%.,16,19.4,
10.09.2012 05:00,1,50%.,16,17.8,
09.09.2012 23:00,1,70 -80%.,16,19.4,
09.09.2012 17:00,5,50%.,16,17.8,
09.09.2012 11:00,4,50%.,16,16.7,
09.09.2012 05:00,2,50%.,16,17.8,
08.09.2012 23:00,1,50%.,16,16.7,
08.09.2012 17:00,6,50%.,16,16.1,
08.09.2012 11:00,4,50%.,16,18.3,
08.09.2012 05:00,0,Cloudless,16,16.7,
07.09.2012 23:00,2,20-0%.,16,16.1,
07.09.2012 17:00,5,70 -80%.,16,17.2,
07.09.2012 11:00,4,Cloudless,16,17.2,
07.09.2012 05:00,0,50%.,16,18.3,
06.09.2012 23:00,2,Cloudless,16,17.8,
06.09.2012 17:00,6,50%.,16,16.7,
06.09.2012 11:00,3,20-0%.,16,16.1,
06.09.2012 05:00,1,20-0%.,16,16.1,
05.09.2012 23:00,2,20-0%.,16,16.1,
05.09.2012 17:00,4,70 -80%.,16,14.4,Signs of precipitation
05.09.2012 11:00,3,70 -80%.,16,17.2,Signs of precipitation
05.09.2012 05:00,2,70 -80%.,16,16.1,
04.09.2012 23:00,0,70 -80%.,16,16.7,
04.09.2012 17:00,7,50%.,16,17,
04.09.2012 11:00,,50%.,16,18,
04.09.2012 05:00,2,50%.,16,17.2,
03.09.2012 23:00,2,Cloudless,16,16.7,
03.09.2012 17:00,6,50%.,16,16.1,
03.09.2012 11:00,4,50%.,16,17.2,
03.09.2012 05:00,0,20-0%.,14,16.1,
02.09.2012 23:00,3,Cloudless,16,15.6,
02.09.2012 17:00,6,20-0%.,16,16,
02.09.2012 11:00,3,20-0%.,16,15,
02.09.2012 05:00,0,Cloudless,16,15.6,
01.09.2012 23:00,0,Cloudless,16,16.7,
01.09.2012 17:00,7,20-0%.,16,14.4,
01.09.2012 11:00,,Cloudless,16,16.1,
01.09.2012 05:00,0,20-0%.,16,16.1,
31.08.2012 23:00,2,50%.,16,15,
31.08.2012 17:00,4,50%.,16,14.4,
31.08.2012 11:00,3,50%.,16,16.1,
31.08.2012 05:00,0,20-0%.,16,17.2,
30.08.2012 23:00,2,Cloudless,16,17.8,
30.08.2012 17:00,4,50%.,16,17.2,
30.08.2012 11:00,3,50%.,12,19.4,
30.08.2012 05:00,3,Cloudless,16,19.4,
29.08.2012 23:00,1,20-0%.,16,18.3,
29.08.2012 17:00,4,50%.,16,19.4,
29.08.2012 05:00,2,50%.,16,17.8,
28.08.2012 23:00,2,70 -80%.,16,18.3,
28.08.2012 17:00,5,20-0%.,16,17.8,
28.08.2012 11:00,4,50%.,16,17.2,
28.08.2012 05:00,1,Cloudless,16,17.8,
27.08.2012 23:00,1,Cloudless,16,15,
27.08.2012 17:00,6,Cloudless,16,12.8,
27.08.2012 11:00,4,Cloudless,16,15.6,
27.08.2012 05:00,0,Cloudless,16,16.1,
26.08.2012 23:00,2,Cloudless,16,16.1,
26.08.2012 17:00,6,Cloudless,16,15,
26.08.2012 11:00,3,Cloudless,16,14.4,
26.08.2012 05:00,1,100%.,16,14.4,
25.08.2012 23:00,3,70 -80%.,16,15.6,
25.08.2012 17:00,6,50%.,16,15.6,
25.08.2012 11:00,3,100%.,16,16.1,
25.08.2012 05:00,0,100%.,16,16.1,
24.08.2012 23:00,4,100%.,16,16.1,
24.08.2012 17:00,6,50%.,16,16.7,
24.08.2012 11:00,0,100%.,9,17.2,
24.08.2012 05:00,0,100%.,11,17.2,
23.08.2012 23:00,,100%.,16,16.7,
23.08.2012 17:00,5,100%.,16,17.8,
23.08.2012 11:00,3,100%.,8,18.3,
23.08.2012 05:00,2,The sky is not visible due to fog and/or other meteorological phenomena.,3.2,17.8,
22.08.2012 23:00,2,100%.,16,17.2,
22.08.2012 17:00,6,50%.,16,17.2,
22.08.2012 11:00,4,50%.,16,17.8,
22.08.2012 05:00,1,50%.,16,17.8,
21.08.2012 23:00,,70 -80%.,16,17.8,
21.08.2012 17:00,6,50%.,16,18.3,
21.08.2012 11:00,3,50%.,16,18.9,
21.08.2012 05:00,1,50%.,16,18.3,
20.08.2012 23:00,2,Cloudless,16,18.3,
20.08.2012 17:00,5,50%.,16,18.9,
20.08.2012 11:00,,20-0%.,16,17.8,
20.08.2012 05:00,0,20-0%.,16,16.1,
19.08.2012 23:00,0,Cloudless,16,18.3,
19.08.2012 17:00,4,20-0%.,16,17.2,
19.08.2012 11:00,4,20-0%.,16,18.3,
19.08.2012 05:00,1,Cloudless,16,16.1,
18.08.2012 23:00,1,Cloudless,16,15.6,
18.08.2012 17:00,6,50%.,16,18.9,
18.08.2012 11:00,4,50%.,16,17.8,
18.08.2012 05:00,0,50%.,16,17.8,
17.08.2012 23:00,2,20-0%.,16,15,
17.08.2012 17:00,5,50%.,16,15.6,
17.08.2012 11:00,3,70 -80%.,16,17.2,
17.08.2012 05:00,3,50%.,16,18.3,
16.08.2012 23:00,3,20-0%.,16,16.7,
16.08.2012 17:00,8,70 -80%.,16,13.3,
16.08.2012 11:00,3,50%.,16,16.1,
16.08.2012 05:00,2,50%.,16,16.7,
15.08.2012 23:00,3,20-0%.,16,15,
15.08.2012 17:00,4,50%.,16,16.7,
15.08.2012 11:00,4,50%.,12,17.2,
15.08.2012 05:00,2,20-0%.,16,17.2,
14.08.2012 23:00,4,20-0%.,16,16.7,
14.08.2012 17:00,6,50%.,16,17.2,
14.08.2012 11:00,4,20-0%.,16,17.8,
14.08.2012 05:00,2,20-0%.,16,18.3,
13.08.2012 23:00,0,20-0%.,16,17.8,
13.08.2012 17:00,4,50%.,16,17.8,
13.08.2012 11:00,2,50%.,16,17.8,
13.08.2012 05:00,2,20-0%.,16,18.9,
12.08.2012 23:00,2,20-0%.,16,18.9,
12.08.2012 17:00,6,50%.,16,18.3,
12.08.2012 11:00,3,20-0%.,16,17.2,
12.08.2012 05:00,3,20-0%.,16,18.3,
11.08.2012 23:00,2,50%.,16,18.9,
11.08.2012 17:00,4,50%.,16,18.9,
11.08.2012 11:00,3,50%.,16,18.9,
11.08.2012 05:00,0,20-0%.,16,17.8,
10.08.2012 23:00,,20-0%.,16,17.2,
10.08.2012 17:00,5,50%.,16,17.8,
10.08.2012 11:00,4,50%.,16,18.3,
10.08.2012 05:00,0,Cloudless,16,17.2,
09.08.2012 23:00,2,50%.,16,16.1,
09.08.2012 17:00,4,50%.,16,16.7,
09.08.2012 11:00,4,20-0%.,16,15.6,
09.08.2012 05:00,0,Cloudless,16,16.7,
08.08.2012 23:00,2,20-0%.,16,16.7,
08.08.2012 17:00,5,20-0%.,16,15,
08.08.2012 11:00,4,20-0%.,16,17.2,
08.08.2012 05:00,0,20-0%.,16,16.7,
07.08.2012 23:00,1,50%.,16,16.7,
07.08.2012 17:00,5,50%.,16,15,
07.08.2012 11:00,3,20-0%.,16,17.8,
07.08.2012 05:00,2,Cloudless,14,17.8,
06.08.2012 23:00,0,Cloudless,16,16.1,
06.08.2012 17:00,6,20-0%.,16,15,
06.08.2012 11:00,4,20-0%.,16,17.2,
06.08.2012 05:00,1,20-0%.,16,16.1,
05.08.2012 23:00,1,20-0%.,16,16.7,
05.08.2012 17:00,7,50%.,16,15.6,
05.08.2012 11:00,3,50%.,16,15.6,
05.08.2012 05:00,2,50%.,16,15,
04.08.2012 23:00,3,70 -80%.,16,15.6,
04.08.2012 17:00,6,50%.,16,16.1,
04.08.2012 11:00,,100%.,16,15.6,
04.08.2012 05:00,1,100%.,14,15.6,
03.08.2012 23:00,3,50%.,16,15,
03.08.2012 17:00,5,70 -80%.,16,16.1,
03.08.2012 11:00,5,70 -80%.,16,15.6,
03.08.2012 05:00,2,100%.,12,15.6,
02.08.2012 23:00,2,50%.,14,15.6,
02.08.2012 17:00,6,20-0%.,16,15.6,
02.08.2012 11:00,4,Cloudless,11,16.1,
02.08.2012 05:00,3,70 -80%.,11,15.6,
01.08.2012 23:00,2,70 -80%.,16,15.6,
01.08.2012 17:00,4,50%.,16,16.1,
01.08.2012 11:00,4,70 -80%.,9,15.6,
01.08.2012 05:00,2,100%.,9,16.1,
31.07.2012 23:00,2,70 -80%.,14,16.7,
31.07.2012 17:00,5,50%.,16,16,
31.07.2012 11:00,3,50%.,8,16.1,
31.07.2012 05:00,3,The sky is not visible due to fog and/or other meteorological phenomena.,0.8,16.1,
30.07.2012 23:00,2,50%.,16,15.6,
30.07.2012 17:00,5,50%.,16,15.6,
30.07.2012 11:00,3,50%.,9,15.6,
30.07.2012 05:00,1,20-0%.,12,15.6,
29.07.2012 23:00,2,Cloudless,16,15,
29.07.2012 17:00,6,Cloudless,16,15.6,
29.07.2012 11:00,4,20-0%.,11,15,
29.07.2012 05:00,0,50%.,12,15,
28.07.2012 23:00,2,Cloudless,16,15,
28.07.2012 17:00,5,20-0%.,16,15,
28.07.2012 11:00,4,20-0%.,16,14.4,
28.07.2012 05:00,2,70 -80%.,16,13.9,
27.07.2012 23:00,3,Cloudless,16,13.9,
27.07.2012 17:00,6,Cloudless,16,13.9,
27.07.2012 11:00,,50%.,16,12.8,
27.07.2012 05:00,2,70 -80%.,16,13.3,
26.07.2012 23:00,4,50%.,16,13.9,
26.07.2012 17:00,7,50%.,16,13.9,
26.07.2012 11:00,3,20-0%.,16,12.8,
26.07.2012 05:00,2,100%.,16,13.3,
25.07.2012 23:00,4,20-0%.,16,13.9,
25.07.2012 17:00,6,50%.,16,13.9,
25.07.2012 11:00,,20-0%.,16,13.9,
25.07.2012 05:00,3,70 -80%.,16,13.3,
24.07.2012 23:00,3,20-0%.,16,13.9,
24.07.2012 17:00,5,20-0%.,16,14.4,
24.07.2012 11:00,3,50%.,12,13.9,
24.07.2012 05:00,1,100%.,9,13.9,
23.07.2012 23:00,5,100%.,16,14.4,
23.07.2012 17:00,6,70 -80%.,16,15,
23.07.2012 11:00,4,50%.,8,16.1,
23.07.2012 05:00,2,100%.,12,15.6,
22.07.2012 23:00,2,70 -80%.,16,15,
22.07.2012 17:00,6,70 -80%.,14,15.6,
22.07.2012 11:00,4,50%.,9,17,
22.07.2012 05:00,2,100%.,11,16.1,
21.07.2012 23:00,2,100%.,16,16.1,
21.07.2012 17:00,5,50%.,16,16.1,
21.07.2012 11:00,4,50%.,14,17,
21.07.2012 05:00,0,20-0%.,16,16.1,
20.07.2012 23:00,2,20-0%.,16,15.6,
20.07.2012 17:00,6,20-0%.,16,13.3,
20.07.2012 11:00,4,20-0%.,16,16.7,
20.07.2012 05:00,1,Cloudless,16,15.6,
19.07.2012 23:00,1,Cloudless,16,16.1,
19.07.2012 17:00,4,20-0%.,16,15,
19.07.2012 11:00,,50%.,16,15.6,
19.07.2012 05:00,0,50%.,16,14.4,
18.07.2012 23:00,5,70 -80%.,16,15.6,Signs of precipitation
18.07.2012 17:00,4,70 -80%.,16,14.4,
18.07.2012 11:00,4,70 -80%.,16,15,
18.07.2012 05:00,0,50%.,16,14.4,
17.07.2012 23:00,4,50%.,16,14.4,
17.07.2012 17:00,5,50%.,16,12.8,
17.07.2012 11:00,2,70 -80%.,16,12.2,
17.07.2012 05:00,1,100%.,16,12.8,
16.07.2012 23:00,3,70 -80%.,16,12.8,
16.07.2012 17:00,4,20-0%.,16,12.8,
16.07.2012 11:00,0,50%.,16,12.8,
16.07.2012 05:00,2,100%.,16,12.8,
15.07.2012 23:00,2,100%.,16,13.9,
15.07.2012 17:00,,Cloudless,16,13.9,
15.07.2012 11:00,4,20-0%.,16,14.4,
15.07.2012 05:00,2,100%.,11,13.9,
14.07.2012 23:00,3,70 -80%.,16,15.6,
14.07.2012 17:00,3,70 -80%.,11,15.6,
14.07.2012 11:00,2,70 -80%.,4.8,16.1,
14.07.2012 05:00,2,100%.,6,16.1,
13.07.2012 23:00,2,20-0%.,16,15,
13.07.2012 17:00,7,50%.,16,16.1,
13.07.2012 11:00,2,70 -80%.,14,16.7,Signs of precipitation
13.07.2012 05:00,0,100%.,12,17.2,
12.07.2012 23:00,1,100%.,16,16.1,Signs of precipitation
12.07.2012 17:00,4,70 -80%.,12,16.1,
12.07.2012 11:00,3,100%.,8,16.7,
12.07.2012 05:00,0,100%.,9,16,
11.07.2012 23:00,2,20-0%.,12,15.6,
11.07.2012 17:00,6,50%.,16,14.4,
11.07.2012 05:00,2,The sky is not visible due to fog and/or other meteorological phenomena.,0.8,16.1,
10.07.2012 23:00,2,20-0%.,14,16.1,
10.07.2012 17:00,6,50%.,16,13.9,
10.07.2012 11:00,3,70 -80%.,16,15,
10.07.2012 05:00,2,20-0%.,16,15.6,
09.07.2012 23:00,2,20-0%.,16,15,
09.07.2012 17:00,7,Cloudless,16,13.9,
09.07.2012 11:00,3,20-0%.,12,14.4,
09.07.2012 05:00,1,50%.,16,14.4,
08.07.2012 23:00,3,20-0%.,16,14.4,
08.07.2012 17:00,6,20-0%.,16,13.9,
08.07.2012 11:00,4,50%.,16,13.3,
08.07.2012 05:00,0,100%.,12,12.8,
07.07.2012 23:00,4,100%.,0.4,14.4,
07.07.2012 17:00,5,Cloudless,16,13.3,
07.07.2012 11:00,2,100%.,12,13.9,
07.07.2012 05:00,1,100%.,4.8,13.9,
06.07.2012 23:00,3,100%.,16,14.4,
06.07.2012 17:00,6,20-0%.,16,13.9,
06.07.2012 11:00,2,100%.,16,13.9,
06.07.2012 05:00,,100%.,16,13.9,
05.07.2012 23:00,3,100%.,16,14.4,
05.07.2012 17:00,6,100%.,16,14.4,
05.07.2012 11:00,3,100%.,11,14.4,
05.07.2012 05:00,2,100%.,12,14.4,
04.07.2012 23:00,2,100%.,14,14.4,
04.07.2012 17:00,5,50%.,16,14.4,
04.07.2012 11:00,3,100%.,16,14.4,
04.07.2012 05:00,2,100%.,14,14.4,
03.07.2012 23:00,3,100%.,16,15,
03.07.2012 17:00,4,100%.,16,15,
03.07.2012 11:00,,70 -80%.,16,13.9,
03.07.2012 05:00,4,100%.,16,14.4,
02.07.2012 23:00,1,20-0%.,16,15,
02.07.2012 17:00,6,20-0%.,16,15.6,
02.07.2012 11:00,2,100%.,16,15.6,
02.07.2012 05:00,1,100%.,16,15.6,
01.07.2012 23:00,2,20-0%.,16,14.4,
